	NDD	OmicsLayer	Gene	MeanRegDir	count
112557	HD	Prot	CNTN4	-1.0	1.0
112561	HD	Prot	CNTNAP2	-1.0	1.0
112565	HD	Prot	CNTNAP5	-1.0	1.0
112572	HD	Prot	COA6	1.0	1.0
112591	HD	Prot	COL12A1	0.0	2.0
112593	HD	Prot	COL14A1	-1.0	1.0
112599	HD	Prot	COL1A2	0.0	2.0
112609	HD	Prot	COL3A1	-1.0	1.0
112645	HD	Prot	COMMD8	-1.0	1.0
112646	HD	Prot	COMMD9	-1.0	1.0
112653	HD	Prot	COPB2	-1.0	1.0
112655	HD	Prot	COPG1	-1.0	1.0
112664	HD	Prot	COPS7B	1.0	1.0
112667	HD	Prot	COPZ1	-1.0	1.0
112677	HD	Prot	COQ8A	-1.0	1.0
112684	HD	Prot	CORO2A	-1.0	1.0
112685	HD	Prot	CORO2B	-1.0	1.0
112688	HD	Prot	COTL1	1.0	1.0
112695	HD	Prot	COX20	-1.0	1.0
112702	HD	Prot	COX7A2	-1.0	1.0
112713	HD	Prot	CPE	1.0	1.0
112724	HD	Prot	CPNE1	-1.0	1.0
112725	HD	Prot	CPNE2	1.0	1.0
112729	HD	Prot	CPNE6	1.0	1.0
112736	HD	Prot	CPQ	0.0	2.0
112739	HD	Prot	CPSF2	-1.0	1.0
112744	HD	Prot	CPT1A	-1.0	2.0
112745	HD	Prot	CPT1C	-1.0	1.0
112746	HD	Prot	CPT2	-1.0	1.0
112759	HD	Prot	CRAT	-1.0	1.0
112763	HD	Prot	CRBN	-1.0	1.0
112793	HD	Prot	CRK	1.0	1.0
112812	HD	Prot	CRYAB	0.0	2.0
112820	HD	Prot	CRYL1	1.0	1.0
112824	HD	Prot	CS	-1.0	1.0
112828	HD	Prot	CSE1L	-1.0	1.0
112856	HD	Prot	CSRP1	0.3333333333333333	3.0
112859	HD	Prot	CSTA	1.0	1.0
112860	HD	Prot	CSTB	1.0	1.0
112864	HD	Prot	CSTF3	-1.0	1.0
112866	HD	Prot	CTBP2	-1.0	1.0
112882	HD	Prot	CTNNA1	-1.0	1.0
112883	HD	Prot	CTNNA2	-1.0	1.0
112886	HD	Prot	CTNNB1	-1.0	1.0
112889	HD	Prot	CTNND1	-1.0	1.0
112892	HD	Prot	CTPS1	-1.0	1.0
112893	HD	Prot	CTPS2	1.0	1.0
112896	HD	Prot	CTSB	1.0	1.0
112898	HD	Prot	CTSD	-1.0	1.0
112957	HD	Prot	CYB5R2	1.0	1.0
112958	HD	Prot	CYB5R3	-1.0	1.0
112969	HD	Prot	CYGB	1.0	1.0
112971	HD	Prot	CYLD	-1.0	1.0
112990	HD	Prot	CYP2S1	-1.0	1.0
113031	HD	Prot	DAG1	1.0	2.0
113037	HD	Prot	DAP3	-1.0	2.0
113044	HD	Prot	DARS2	-1.0	1.0
113047	HD	Prot	DAZAP1	-1.0	1.0
113052	HD	Prot	DBI	1.0	1.0
113053	HD	Prot	DBN1	-1.0	1.0
113077	HD	Prot	DCD	1.0	1.0
113084	HD	Prot	DCLK1	-1.0	2.0
113098	HD	Prot	DCTN1	-1.0	1.0
113104	HD	Prot	DCTPP1	-1.0	1.0
113112	HD	Prot	DDAH1	1.0	1.0
113113	HD	Prot	DDAH2	1.0	1.0
113125	HD	Prot	DDOST	-1.0	1.0
113136	HD	Prot	DDX20	-1.0	1.0
113151	HD	Prot	DDX46	-1.0	1.0
113153	HD	Prot	DDX5	-1.0	1.0
113176	HD	Prot	DEK	1.0	1.0
113186	HD	Prot	DENND4B	-1.0	1.0
113205	HD	Prot	DFFA	1.0	1.0
113222	HD	Prot	DGKZ	-1.0	1.0
113233	HD	Prot	DHRS1	-1.0	1.0
113234	HD	Prot	DHRS11	-1.0	1.0
113240	HD	Prot	DHRS7	1.0	1.0
113241	HD	Prot	DHRS7B	-1.0	1.0
113245	HD	Prot	DHX15	-1.0	1.0
113248	HD	Prot	DHX30	-1.0	1.0
113260	HD	Prot	DHX9	-1.0	1.0
113277	HD	Prot	DIRAS1	-1.0	1.0
113278	HD	Prot	DIRAS2	-1.0	1.0
113291	HD	Prot	DKK3	1.0	1.0
113292	HD	Prot	DLAT	-1.0	1.0
113294	HD	Prot	DLD	-1.0	2.0
113297	HD	Prot	DLG1	-1.0	1.0
113299	HD	Prot	DLG3	-1.0	1.0
113300	HD	Prot	DLG4	-1.0	1.0
113302	HD	Prot	DLGAP1	-1.0	1.0
113331	HD	Prot	DMXL2	-1.0	1.0
113354	HD	Prot	DNAJA4	1.0	1.0
113360	HD	Prot	DNAJB2	1.0	1.0
113367	HD	Prot	DNAJC11	-1.0	1.0
113403	HD	Prot	DNM1L	-1.0	1.0
113405	HD	Prot	DNM3	-1.0	1.0
113410	HD	Prot	DNPEP	1.0	1.0
113411	HD	Prot	DNPH1	1.0	1.0
113420	HD	Prot	DOCK3	-1.0	1.0
113454	HD	Prot	DPM1	-1.0	1.0
113465	HD	Prot	DPY19L1	-1.0	1.0
113473	HD	Prot	DPYSL3	0.0	2.0
113474	HD	Prot	DPYSL4	-1.0	1.0
113475	HD	Prot	DPYSL5	-1.0	1.0
113555	HD	Prot	DYNC1H1	-1.0	1.0
113556	HD	Prot	DYNC1I1	-1.0	1.0
113557	HD	Prot	DYNC1I2	1.0	1.0
113558	HD	Prot	DYNC1LI1	-1.0	1.0
113564	HD	Prot	DYNLRB1	-1.0	1.0
113587	HD	Prot	EARS2	-1.0	1.0
113601	HD	Prot	ECHDC1	1.0	1.0
113604	HD	Prot	ECHS1	-1.0	1.0
113621	HD	Prot	EDF1	1.0	1.0
113622	HD	Prot	EDIL3	1.0	1.0
113635	HD	Prot	EEF1B2	1.0	1.0
113636	HD	Prot	EEF1D	1.0	1.0
113659	HD	Prot	EFHD1	1.0	1.0
113670	HD	Prot	EFR3B	-1.0	1.0
113689	HD	Prot	EHD4	-1.0	1.0
113701	HD	Prot	EIF1B	1.0	1.0
113706	HD	Prot	EIF2AK4	-1.0	1.0
113713	HD	Prot	EIF2S1	-1.0	1.0
113719	HD	Prot	EIF3CL	-1.0	1.0
113722	HD	Prot	EIF3F	-1.0	1.0
113726	HD	Prot	EIF3J	1.0	1.0
113733	HD	Prot	EIF4B	1.0	1.0
113745	HD	Prot	EIF5	-1.0	1.0
113753	HD	Prot	ELAVL1	1.0	1.0
113754	HD	Prot	ELAVL2	-1.0	1.0
113755	HD	Prot	ELAVL3	1.0	1.0
113793	HD	Prot	EMC1	-1.0	1.0
113834	HD	Prot	ENO1	1.0	1.0
113838	HD	Prot	ENOPH1	1.0	1.0
113843	HD	Prot	ENPP2	-1.0	1.0
113847	HD	Prot	ENPP6	1.0	1.0
113849	HD	Prot	ENSA	1.0	1.0
113867	HD	Prot	EPB41L3	-1.0	1.0
113886	HD	Prot	EPHB2	-1.0	1.0
113901	HD	Prot	EPS15	1.0	1.0
113908	HD	Prot	ERAP1	-1.0	1.0
113915	HD	Prot	ERC2	-1.0	1.0
113931	HD	Prot	ERH	1.0	1.0
113940	HD	Prot	ERLIN2	0.0	2.0
113943	HD	Prot	ERMN	1.0	1.0
113958	HD	Prot	ESD	1.0	1.0
113967	HD	Prot	ESYT1	-1.0	1.0
113968	HD	Prot	ESYT2	-1.0	1.0
113971	HD	Prot	ETF1	-1.0	1.0
113975	HD	Prot	ETFDH	-1.0	1.0
113999	HD	Prot	EWSR1	1.0	1.0
114003	HD	Prot	EXOC1	-1.0	1.0
114004	HD	Prot	EXOC2	-1.0	1.0
114005	HD	Prot	EXOC3	-1.0	1.0
114007	HD	Prot	EXOC4	-1.0	1.0
114010	HD	Prot	EXOC6B	-1.0	1.0
114011	HD	Prot	EXOC7	-1.0	1.0
114012	HD	Prot	EXOC8	-1.0	1.0
114013	HD	Prot	EXOG	-1.0	1.0
114037	HD	Prot	EZR	1.0	1.0
114059	HD	Prot	FABP3	-1.0	1.0
114060	HD	Prot	FABP5	1.0	1.0
114062	HD	Prot	FABP7	-1.0	1.0
114068	HD	Prot	FAF1	-1.0	1.0
114069	HD	Prot	FAF2	-1.0	1.0
114081	HD	Prot	FAM107B	1.0	1.0
114098	HD	Prot	HYCC2	-1.0	1.0
114100	HD	Prot	FAM131B	-1.0	1.0
114129	HD	Prot	FAM169A	1.0	1.0
114234	HD	Prot	FARP1	1.0	1.0
114237	HD	Prot	FARSA	-1.0	1.0
114238	HD	Prot	FARSB	-1.0	1.0
114259	HD	Prot	FBLN1	1.0	1.0
114264	HD	Prot	FBN2	-1.0	1.0
114274	HD	Prot	FBXL16	-1.0	1.0
114306	HD	Prot	FBXO41	-1.0	1.0
114339	HD	Prot	FDFT1	-1.0	1.0
114343	HD	Prot	FDXR	-1.0	1.0
114344	HD	Prot	FECH	-1.0	1.0
114352	HD	Prot	FERMT2	1.0	1.0
114365	HD	Prot	FGF1	1.0	1.0
114367	HD	Prot	FGF12	-1.0	1.0
114391	HD	Prot	FH	-1.0	1.0
114394	HD	Prot	FHIT	1.0	1.0
114395	HD	Prot	FHL1	1.0	1.0
114411	HD	Prot	FIS1	1.0	1.0
114415	HD	Prot	FKBP10	-1.0	1.0
114422	HD	Prot	FKBP3	1.0	1.0
114434	HD	Prot	FLG2	1.0	1.0
114437	HD	Prot	FLNA	1.0	2.0
114438	HD	Prot	FLNB	1.0	1.0
114439	HD	Prot	FLNC	1.0	2.0
114441	HD	Prot	FLOT2	0.0	2.0
114455	HD	Prot	FMNL2	1.0	1.0
114465	HD	Prot	FN1	-1.0	1.0
114466	HD	Prot	FN3K	1.0	1.0
114467	HD	Prot	FN3KRP	1.0	1.0
114468	HD	Prot	FNBP1	1.0	1.0
114549	HD	Prot	FSD1	-1.0	1.0
114560	HD	Prot	FTH1	1.0	1.0
114561	HD	Prot	FTL	1.0	1.0
114562	HD	Prot	FTO	1.0	1.0
114573	HD	Prot	FUS	1.0	2.0
114609	HD	Prot	G6PD	1.0	1.0
114610	HD	Prot	GAA	1.0	1.0
114611	HD	Prot	GAB1	1.0	1.0
114617	HD	Prot	GABARAPL2	1.0	1.0
114618	HD	Prot	GABBR1	-1.0	1.0
114619	HD	Prot	GABBR2	-1.0	1.0
114623	HD	Prot	GABRA1	-1.0	1.0
114630	HD	Prot	GABRB2	-1.0	1.0
114638	HD	Prot	GAD1	-1.0	1.0
114639	HD	Prot	GAD2	-1.0	1.0
114644	HD	Prot	GAK	-1.0	1.0
114651	HD	Prot	GALK1	1.0	1.0
114653	HD	Prot	GALM	1.0	1.0
114665	HD	Prot	GALNT2	-1.0	1.0
114668	HD	Prot	GALNT7	-1.0	1.0
114677	HD	Prot	GANAB	-1.0	1.0
114680	HD	Prot	GAPDH	1.0	2.0
114683	HD	Prot	GAPVD1	-1.0	1.0
114714	HD	Prot	GBP1	1.0	1.0
114720	HD	Prot	GCAT	-1.0	1.0
114730	HD	Prot	GCLC	1.0	1.0
114733	HD	Prot	GCN1	-1.0	1.0
114743	HD	Prot	GDAP1L1	-1.0	1.0
114751	HD	Prot	GDI1	1.0	1.0
114752	HD	Prot	GDI2	1.0	1.0
114761	HD	Prot	GEMIN5	-1.0	1.0
114767	HD	Prot	GFAP	1.0	1.0
114770	HD	Prot	GFM1	-1.0	1.0
114799	HD	Prot	GID8	-1.0	1.0
114816	HD	Prot	GIT1	-1.0	1.0
114818	HD	Prot	GJA1	1.0	1.0
114826	HD	Prot	GK	-1.0	1.0
114840	HD	Prot	GLG1	-1.0	1.0
114852	HD	Prot	GLO1	1.0	1.0
114853	HD	Prot	GLOD4	1.0	1.0
114859	HD	Prot	GLRX	1.0	1.0
114862	HD	Prot	GLRX5	-1.0	1.0
114863	HD	Prot	GLS	-1.0	1.0
114864	HD	Prot	GLS2	-1.0	1.0
114868	HD	Prot	GLTP	1.0	1.0
114870	HD	Prot	GLUD1	1.0	1.0
114872	HD	Prot	GLUL	-1.0	1.0
114876	HD	Prot	GM2A	1.0	1.0
114893	HD	Prot	GNA13	1.0	1.0
114897	HD	Prot	GNAI2	0.0	2.0
114900	HD	Prot	GNAO1	-1.0	1.0
114901	HD	Prot	GNAQ	1.0	1.0
114904	HD	Prot	GNB1	-1.0	1.0
114906	HD	Prot	GNB2	-1.0	1.0
114909	HD	Prot	GNB5	-1.0	1.0
114912	HD	Prot	GNG12	1.0	1.0
114917	HD	Prot	GNG5	1.0	1.0
114919	HD	Prot	GNL1	-1.0	1.0
114924	HD	Prot	GNPDA1	1.0	1.0
114938	HD	Prot	GOLGA7	1.0	1.0
114951	HD	Prot	GOPC	-1.0	1.0
114980	HD	Prot	GPC1	-1.0	1.0
114987	HD	Prot	GPD1	1.0	1.0
114989	HD	Prot	GPD2	-1.0	1.0
114992	HD	Prot	GPHN	-1.0	1.0
115001	HD	Prot	GPNMB	1.0	1.0
115017	HD	Prot	GPR158	-1.0	1.0
115084	HD	Prot	GRB2	1.0	1.0
115092	HD	Prot	GRHPR	1.0	1.0
115095	HD	Prot	GRIA3	-1.0	1.0
115096	HD	Prot	GRIA4	-1.0	1.0
115103	HD	Prot	GRIN1	-1.0	1.0
115104	HD	Prot	GRIN2A	-1.0	1.0
115112	HD	Prot	GRIPAP1	-1.0	1.0
115120	HD	Prot	GRM3	-1.0	1.0
115142	HD	Prot	GSK3A	-1.0	1.0
115143	HD	Prot	GSK3B	-1.0	1.0
115145	HD	Prot	GSN	1.0	1.0
115148	HD	Prot	GSR	1.0	1.0
115154	HD	Prot	GSTM2	1.0	1.0
115158	HD	Prot	GSTO1	1.0	1.0
115160	HD	Prot	GSTP1	1.0	1.0
115198	HD	Prot	GUCY1A2	-1.0	1.0
115202	HD	Prot	GUF1	-1.0	1.0
115208	HD	Prot	GYG1	1.0	1.0
115237	HD	Prot	HACD2	1.0	1.0
115240	HD	Prot	HACE1	-1.0	1.0
115242	HD	Prot	HADH	-1.0	1.0
115243	HD	Prot	HADHA	-1.0	1.0
115251	HD	Prot	HAPLN2	1.0	1.0
115256	HD	Prot	HARS2	-1.0	1.0
115279	HD	Prot	HCFC1	1.0	1.0
115302	HD	Prot	HDDC2	1.0	1.0
115303	HD	Prot	HDDC3	1.0	1.0
115304	HD	Prot	HDGF	0.0	2.0
115307	HD	Prot	HDHD2	1.0	1.0
115312	HD	Prot	HEATR1	-1.0	1.0
115318	HD	Prot	HEBP1	1.0	1.0
115319	HD	Prot	HEBP2	1.0	1.0
115324	HD	Prot	HECTD4	-1.0	1.0
115334	HD	Prot	HEPACAM	1.0	1.0
115340	HD	Prot	HERC4	-1.0	1.0
115364	HD	Prot	HGS	1.0	1.0
115372	HD	Prot	HIBADH	-1.0	1.0
115386	HD	Prot	HINT1	-1.0	1.0
115388	HD	Prot	HINT3	1.0	1.0
115400	HD	Prot	HK1	-1.0	2.0
115401	HD	Prot	HK2	-1.0	1.0
115428	HD	Prot	HMGA1	1.0	1.0
115430	HD	Prot	HMGB1	1.0	1.0
115436	HD	Prot	HMGCS1	-1.0	2.0
115437	HD	Prot	HMGN1	1.0	1.0
115438	HD	Prot	HMGN2	1.0	1.0
115445	HD	Prot	HMOX2	-1.0	1.0
115449	HD	Prot	HNRNPA0	-1.0	1.0
115453	HD	Prot	HNRNPA3	-1.0	1.0
115454	HD	Prot	HNRNPAB	1.0	1.0
115457	HD	Prot	HNRNPDL	-1.0	1.0
115459	HD	Prot	HNRNPH1	-1.0	1.0
115460	HD	Prot	HNRNPH2	-1.0	1.0
115462	HD	Prot	HNRNPK	1.0	2.0
115464	HD	Prot	HNRNPLL	-1.0	1.0
115469	HD	Prot	HNRNPUL2	-1.0	2.0
115492	HD	Prot	HP1BP3	1.0	1.0
115535	HD	Prot	HSD17B10	-1.0	1.0
115541	HD	Prot	HSD17B4	-1.0	1.0
115554	HD	Prot	HSP90AA1	1.0	1.0
115555	HD	Prot	HSP90AB1	1.0	1.0
115564	HD	Prot	HSPA2	1.0	2.0
115566	HD	Prot	HSPA4L	-1.0	1.0
115570	HD	Prot	HSPA9	-1.0	1.0
115571	HD	Prot	HSPB1	1.0	1.0
115574	HD	Prot	HSPB6	1.0	1.0
115579	HD	Prot	HSPD1	-1.0	1.0
115582	HD	Prot	HSPH1	-1.0	1.0
115584	HD	Prot	HTATSF1	1.0	1.0
115601	HD	Prot	HTT	-1.0	1.0
115610	HD	Prot	HYI	1.0	1.0
115613	HD	Prot	HYOU1	-1.0	1.0
115616	HD	Prot	IARS2	-1.0	1.0
115618	HD	Prot	ICA1	-1.0	1.0
115634	HD	Prot	IDH1	1.0	1.0
115635	HD	Prot	IDH2	-1.0	2.0
115637	HD	Prot	IDH3B	-1.0	1.0
115696	HD	Prot	IGF2R	-1.0	1.0
115704	HD	Prot	IGFBP7	-1.0	1.0
115782	HD	Prot	ILF2	-1.0	1.0
115783	HD	Prot	ILF3	-1.0	1.0
115789	HD	Prot	IMMT	-1.0	1.0
115818	HD	Prot	INPP4A	-1.0	1.0
115860	HD	Prot	IPO7	-1.0	1.0
115862	HD	Prot	IPO9	-1.0	2.0
115873	HD	Prot	IQGAP1	0.0	2.0
115877	HD	Prot	IQSEC3	-1.0	1.0
115900	HD	Prot	ISCA1	-1.0	1.0
115910	HD	Prot	ISOC1	1.0	1.0
115927	HD	Prot	ITGA7	1.0	1.0
115936	HD	Prot	ITGB1	1.0	1.0
115954	HD	Prot	ITPK1	1.0	1.0
115956	HD	Prot	ITPKB	1.0	1.0
115958	HD	Prot	ITPR1	-1.0	1.0
115965	HD	Prot	ITSN1	-1.0	1.0
115983	HD	Prot	JAM2	-1.0	1.0
116002	HD	Prot	JPT1	1.0	1.0
116010	HD	Prot	JUP	1.0	1.0
116030	HD	Prot	KATNAL1	-1.0	1.0
116032	HD	Prot	KATNB1	-1.0	1.0
116044	HD	Prot	KCMF1	-1.0	1.0
116046	HD	Prot	KCNA2	-1.0	1.0
116067	HD	Prot	KCNH1	-1.0	1.0
116173	HD	Prot	KHDRBS3	-1.0	1.0
116176	HD	Prot	KHSRP	1.0	1.0
116181	HD	Prot	KIAA0513	-1.0	1.0
116187	HD	Prot	KIAA0930	1.0	1.0
116193	HD	Prot	KIAA1217	-1.0	1.0
116195	HD	Prot	NHSL3	1.0	1.0
116197	HD	Prot	KIAA1549L	-1.0	1.0
116217	HD	Prot	KIF1A	-1.0	1.0
116230	HD	Prot	KIF3A	-1.0	1.0
116234	HD	Prot	KIF5A	-1.0	1.0
116235	HD	Prot	KIF5B	1.0	1.0
116236	HD	Prot	KIF5C	-1.0	1.0
116256	HD	Prot	KLC2	-1.0	1.0
116317	HD	Prot	KLK6	1.0	1.0
116334	HD	Prot	KNDC1	-1.0	1.0
116342	HD	Prot	KPNA4	-1.0	1.0
116356	HD	Prot	KRT1	1.0	1.0
116357	HD	Prot	KRT10	1.0	2.0
116360	HD	Prot	KRT18	-1.0	1.0
116362	HD	Prot	KRT2	1.0	1.0
116366	HD	Prot	KRT5	1.0	1.0
116369	HD	Prot	KRT73	1.0	1.0
116414	HD	Prot	LAMC1	-1.0	3.0
116416	HD	Prot	LAMP1	1.0	1.0
116417	HD	Prot	LAMP2	0.0	2.0
116420	HD	Prot	LAMTOR1	1.0	1.0
116421	HD	Prot	LAMTOR2	1.0	1.0
116424	HD	Prot	LAMTOR5	1.0	1.0
116428	HD	Prot	LAP3	0.0	2.0
116440	HD	Prot	LARS2	-1.0	1.0
116441	HD	Prot	LAS1L	-1.0	1.0
116442	HD	Prot	LASP1	1.0	1.0
116465	HD	Prot	LCP1	1.0	1.0
116471	HD	Prot	LDHA	-1.0	1.0
116484	HD	Prot	LEFTY1	-1.0	1.0
116501	HD	Prot	LGALS1	0.0	2.0
116507	HD	Prot	LGI1	-1.0	1.0
116522	HD	Prot	LHPP	1.0	1.0
116547	HD	Prot	LIMK1	-1.0	1.0
116559	HD	Prot	LINGO1	-1.0	1.0
116575	HD	Prot	LLGL1	1.0	1.0
116584	HD	Prot	LMBRD2	1.0	1.0
116589	HD	Prot	LMNA	0.0	2.0
116607	HD	Prot	LONP1	-1.0	2.0
116627	HD	Prot	LPCAT4	-1.0	1.0
116634	HD	Prot	LPP	1.0	1.0
116639	HD	Prot	LRBA	-1.0	1.0
116665	HD	Prot	LRP4	-1.0	1.0
116671	HD	Prot	LRPPRC	-1.0	1.0
116700	HD	Prot	LRRC47	-1.0	1.0
116709	HD	Prot	LRRC59	-1.0	1.0
116743	HD	Prot	LRWD1	-1.0	1.0
116750	HD	Prot	LSM14A	1.0	1.0
116752	HD	Prot	LSM2	1.0	1.0
116753	HD	Prot	LSM3	1.0	1.0
116755	HD	Prot	LSM5	1.0	1.0
116757	HD	Prot	LSM7	1.0	1.0
116762	HD	Prot	LSS	-1.0	1.0
116764	HD	Prot	LTA4H	1.0	1.0
116821	HD	Prot	LZIC	1.0	1.0
116828	HD	Prot	M6PR	1.0	1.0
116831	HD	Prot	MACF1	-1.0	1.0
116841	HD	Prot	MADD	-1.0	1.0
116861	HD	Prot	MAGI3	-1.0	1.0
116890	HD	Prot	MAN2C1	1.0	1.0
116898	HD	Prot	MAOB	1.0	1.0
116900	HD	Prot	MAP1B	0.0	2.0
116931	HD	Prot	MAP4	0.3333333333333333	3.0
116936	HD	Prot	MAP6	1.0	1.0
116937	HD	Prot	MAP6D1	1.0	1.0
116938	HD	Prot	MAP7	1.0	1.0
116939	HD	Prot	MAP7D1	1.0	1.0
116943	HD	Prot	MAPK1	1.0	1.0
116944	HD	Prot	MAPK10	-1.0	1.0
116950	HD	Prot	MAPK3	1.0	1.0
116958	HD	Prot	MAPK9	-1.0	1.0
116964	HD	Prot	MAPRE1	1.0	1.0
116974	HD	Prot	MARCKS	1.0	1.0
116975	HD	Prot	MARCKSL1	1.0	2.0
116978	HD	Prot	MARK1	-1.0	1.0
117002	HD	Prot	MATR3	-1.0	1.0
117029	HD	Prot	MCAM	1.0	1.0
117048	HD	Prot	MCM7	-1.0	1.0
117061	HD	Prot	MCU	-1.0	1.0
117066	HD	Prot	MDH1	1.0	2.0
117073	HD	Prot	MDN1	-1.0	1.0
117081	HD	Prot	MECP2	1.0	1.0
117144	HD	Prot	METAP2	0.0	2.0
117177	HD	Prot	MFF	-1.0	1.0
117181	HD	Prot	MFN2	-1.0	1.0
117209	HD	Prot	MGLL	-1.0	1.0
117216	HD	Prot	MGST3	-1.0	1.0
117219	HD	Prot	MIB2	-1.0	1.0
117229	HD	Prot	MICU1	-1.0	1.0
117231	HD	Prot	MICU3	-1.0	1.0
117242	HD	Prot	MIF	1.0	1.0
117269	HD	Prot	MLC1	1.0	1.0
117288	HD	Prot	MMAA	-1.0	1.0
117326	HD	Prot	MOB4	-1.0	1.0
117333	HD	Prot	MOGS	-1.0	1.0
117349	HD	Prot	MOSPD2	1.0	1.0
117351	HD	Prot	MOV10	-1.0	1.0
117364	HD	Prot	MPI	1.0	1.0
117376	HD	Prot	MPRIP	-1.0	1.0
117377	HD	Prot	MPST	1.0	1.0
117404	HD	Prot	MROH1	-1.0	1.0
117408	HD	Prot	MRPL1	-1.0	1.0
117417	HD	Prot	MRPL19	-1.0	1.0
117444	HD	Prot	MRPL48	-1.0	1.0
117451	HD	Prot	MRPL55	-1.0	1.0
117466	HD	Prot	MRPS22	-1.0	1.0
117467	HD	Prot	MRPS23	-1.0	1.0
117470	HD	Prot	MRPS27	-1.0	1.0
117473	HD	Prot	MRPS31	-1.0	1.0
117481	HD	Prot	MRPS9	-1.0	1.0
117498	HD	Prot	MSH2	-1.0	1.0
117501	HD	Prot	MSH6	-1.0	1.0
117511	HD	Prot	MSN	1.0	1.0
117521	HD	Prot	MT-ND5	-1.0	1.0
117533	HD	Prot	MTA1	-1.0	1.0
117536	HD	Prot	MTAP	1.0	1.0
117542	HD	Prot	MTDH	1.0	1.0
117555	HD	Prot	MTHFD1L	-1.0	2.0
117567	HD	Prot	MTMR12	1.0	1.0
117579	HD	Prot	MTPN	1.0	1.0
117594	HD	Prot	MTUS2	1.0	1.0
117596	HD	Prot	MTX2	-1.0	1.0
117597	HD	Prot	MTX3	-1.0	1.0
117631	HD	Prot	MYBBP1A	-1.0	2.0
117643	HD	Prot	MYEF2	-1.0	1.0
117646	HD	Prot	MYH11	-1.0	1.0
117656	HD	Prot	MYL6	-1.0	1.0
117673	HD	Prot	MYO1B	-1.0	2.0
117674	HD	Prot	MYO1C	-1.0	2.0
117682	HD	Prot	MYO5A	-1.0	1.0
117685	HD	Prot	MYO6	-1.0	1.0
117733	HD	Prot	NACA	1.0	1.0
117739	HD	Prot	NADK2	1.0	1.0
117744	HD	Prot	NAGK	1.0	1.0
117750	HD	Prot	NAMPT	1.0	1.0
117755	HD	Prot	NAP1L1	-1.0	1.0
117758	HD	Prot	NAP1L4	1.0	1.0
117774	HD	Prot	NAT8L	-1.0	1.0
117782	HD	Prot	NBAS	-1.0	1.0
117784	HD	Prot	NBEA	-1.0	1.0
117798	HD	Prot	NCALD	-1.0	1.0
117800	HD	Prot	NCAM2	1.0	1.0
117813	HD	Prot	NCK2	-1.0	1.0
117818	HD	Prot	NCKIPSD	-1.0	1.0
117834	HD	Prot	NCSTN	1.0	1.0
117844	HD	Prot	NDRG1	1.0	1.0
117853	HD	Prot	NDUFA10	-1.0	1.0
117854	HD	Prot	NDUFA11	-1.0	1.0
117857	HD	Prot	NDUFA3	-1.0	1.0
117858	HD	Prot	NDUFA4	-1.0	1.0
117863	HD	Prot	NDUFA9	-1.0	1.0
117865	HD	Prot	NDUFAF1	-1.0	1.0
117867	HD	Prot	NDUFAF3	-1.0	1.0
117868	HD	Prot	NDUFAF4	-1.0	1.0
117871	HD	Prot	NDUFAF7	-1.0	1.0
117876	HD	Prot	NDUFB3	-1.0	1.0
117881	HD	Prot	NDUFB8	-1.0	1.0
117884	HD	Prot	NDUFC2	-1.0	1.0
117885	HD	Prot	NDUFS1	-1.0	1.0
117886	HD	Prot	NDUFS2	-1.0	1.0
117887	HD	Prot	NDUFS3	-1.0	1.0
117891	HD	Prot	NDUFS7	-1.0	1.0
117892	HD	Prot	NDUFS8	-1.0	2.0
117893	HD	Prot	NDUFV1	-1.0	1.0
117937	HD	Prot	NENF	1.0	1.0
117938	HD	Prot	NEO1	1.0	1.0
117940	HD	Prot	NES	1.0	1.0
117957	HD	Prot	NF1	-1.0	1.0
117960	HD	Prot	NFASC	1.0	1.0
117973	HD	Prot	NFIC	1.0	1.0
117985	HD	Prot	NFS1	-1.0	1.0
117988	HD	Prot	NFXL1	-1.0	1.0
117994	HD	Prot	NGEF	-1.0	1.0
118024	HD	Prot	NIPSNAP1	-1.0	1.0
118052	HD	Prot	NLGN2	-1.0	1.0
118081	HD	Prot	NMRAL1	-1.0	1.0
118084	HD	Prot	NMT1	1.0	1.0
118090	HD	Prot	NNT	-1.0	2.0
118094	HD	Prot	NOC3L	-1.0	1.0
118096	HD	Prot	NOCT	-1.0	1.0
118110	HD	Prot	NOLC1	0.0	2.0
118120	HD	Prot	NOP58	-1.0	1.0
118132	HD	Prot	NOVA1	-1.0	1.0
118146	HD	Prot	NPC2	1.0	1.0
118148	HD	Prot	NPEPL1	1.0	1.0
118173	HD	Prot	NPTX2	-1.0	1.0
118176	HD	Prot	NPY	1.0	1.0
118206	HD	Prot	NRBF2	-1.0	1.0
118207	HD	Prot	NRBP1	-1.0	1.0
118224	HD	Prot	NRN1	-1.0	1.0
118229	HD	Prot	NRXN1	-1.0	1.0
118231	HD	Prot	NRXN3	-1.0	1.0
118236	HD	Prot	NSFL1C	1.0	1.0
118268	HD	Prot	NTPCR	-1.0	1.0
118281	HD	Prot	NUCKS1	1.0	1.0
118282	HD	Prot	NUDC	1.0	1.0
118291	HD	Prot	NUDT14	-1.0	1.0
118293	HD	Prot	NUDT16	1.0	1.0
118299	HD	Prot	NUDT21	1.0	1.0
118302	HD	Prot	NUDT4	-1.0	1.0
118303	HD	Prot	NUDT5	1.0	1.0
