	Gene	IndModel.adj.pvals	IndModel.FC	Tissue
36523	ADGB	0.45737201	0.992126784	Ast
36524	ZNF462	0.45737201	-0.081290393	Ast
36525	DRG1	0.45737201	-0.268132386	Ast
36526	FSIP1	0.45770113	-0.313155058	Ast
36527	HHLA3	0.45780527	-0.254165061	Ast
36528	MAGI3	0.45780527	-0.011304934	Ast
36529	NBPF11	0.45780527	0.434257796	Ast
36530	KIAA1614	0.45780527	0.601101106	Ast
36531	SDHAF3	0.45780527	-0.345134699	Ast
36532	MTIF3	0.45780527	-0.179511095	Ast
36533	SYS1-DBNDD2	0.45780527	1.23517471	Ast
36534	PUDP	0.457934116	-0.257736921	Ast
36535	PARPBP	0.457955044	1.272381933	Ast
36536	TOMM20	0.458043429	0.214101425	Ast
36537	CLK1	0.458424179	0.330003295	Ast
36538	PHLDB3	0.45860418	-0.205065162	Ast
36539	NDUFC1	0.458871089	-0.066311791	Ast
36540	CISD2	0.45919327	0.039901639	Ast
36541	CFI	0.45919327	1.517766171	Ast
36542	ICA1L	0.459737733	-0.029871893	Ast
36543	PAWR	0.459737733	0.973266795	Ast
36544	NUMB	0.459737733	-0.05743116	Ast
36545	ST6GALNAC2	0.459737733	1.309768284	Ast
36546	C1orf174	0.460059607	-0.574130243	Ast
36547	KIF9	0.460195292	-0.174461883	Ast
36548	TRAPPC3	0.46055587	0.058050336	Ast
36549	AKAP8	0.46055587	-0.340612528	Ast
36550	VANGL1	0.460557836	1.142509277	Ast
36551	MYO6	0.460658209	-0.027781647	Ast
36552	RFC2	0.460658209	-0.142950341	Ast
36553	TCEA1	0.460658209	-0.075833305	Ast
36554	DEC1	0.460658209	-0.194172347	Ast
36555	PDHX	0.460658209	-0.176583483	Ast
36556	RTN1	0.460658209	-0.238555005	Ast
36557	PIGB	0.460658209	-0.343392327	Ast
36558	CTD-2349B8.1	0.460658209	-0.505843669	Ast
36559	ALDOA	0.460658209	-0.032582844	Ast
36560	CTDP1	0.460658209	0.973908862	Ast
36561	MAPRE1	0.460658209	-0.26744259	Ast
36562	HNRNPM	0.460658209	-0.16258561	Ast
36563	RNF149	0.46119353	-0.185754215	Ast
36564	KIAA1524	0.461286317	-1.111016152	Ast
36565	CNIH1	0.461331773	-0.234428005	Ast
36566	PPIL6	0.461348516	0.585550156	Ast
36567	ZGLP1	0.461348516	1.089413907	Ast
36568	TMEM216	0.461361218	0.624600685	Ast
36569	TRIB3	0.46146851	0.687831004	Ast
36570	STK38	0.461503314	-0.117778777	Ast
36571	ADK	0.461503314	-0.149693129	Ast
36572	RMND5B	0.461726161	-0.205670087	Ast
36573	ARF6	0.461726161	0.591968844	Ast
36574	TAF8	0.461937291	-0.108216444	Ast
36575	ZEB2	0.462036034	0.28647866	Ast
36576	FABP7	0.462036034	0.689711677	Ast
36577	NDUFAF5	0.462036034	0.079169012	Ast
36578	MAST3	0.462036034	0.617047001	Ast
36579	FAM193A	0.462406701	-0.009906854	Ast
36580	STX10	0.462998852	-0.223946807	Ast
36581	POLR2L	0.463161945	-0.379095566	Ast
36582	PGPEP1	0.463161945	-0.705031965	Ast
36583	ANKRD40	0.463918681	0.336069745	Ast
36584	TTC39C	0.463918681	-0.125806726	Ast
36585	APBB1IP	0.46395371	0.417912429	Ast
36586	ENOPH1	0.465295603	-0.380350084	Ast
36587	PDHA1	0.466414799	-0.344202827	Ast
36588	EML3	0.466414799	0.750259839	Ast
36589	ZNF43	0.466414799	-0.20615488	Ast
36590	STXBP6	0.466819039	-0.144473587	Ast
36591	ERVK3-1	0.466900425	0.546179035	Ast
36592	ATAD3B	0.466967736	-0.258478893	Ast
36593	POLN	0.467318271	0.381807237	Ast
36594	KLF8	0.46771644	2.101645319	Ast
36595	KLHL10	0.467908758	2.125526954	Ast
36596	FAM81B	0.467932956	1.657571547	Ast
36597	KCNK17	0.467932956	1.148174619	Ast
36598	POLR1C	0.467932956	-0.243095373	Ast
36599	CYP3A43	0.467932956	-1.042224074	Ast
36600	AMER1	0.467932956	1.341162257	Ast
36601	CORO1B	0.467932956	0.151726121	Ast
36602	ZNF33A	0.467932956	-0.210008332	Ast
36603	NR1H4	0.467932956	1.407269405	Ast
36604	EFCAB3	0.467932956	0.285449818	Ast
36605	QTRT1	0.467932956	-0.069438993	Ast
36606	C19orf53	0.467932956	-0.18854592	Ast
36607	FUT2	0.467932956	-0.604286797	Ast
36608	PIEZO1	0.468642861	0.495846502	Ast
36609	CENPK	0.468656287	1.506417063	Ast
36610	PPP1R16A	0.468656287	-0.082215844	Ast
36611	FAM69A	0.468723168	0.101669588	Ast
36612	SYNE3	0.468811909	0.754282783	Ast
36613	CDH5	0.468928665	1.391270962	Ast
36614	FAS	0.469028365	-0.016153662	Ast
36615	BEX1	0.469700648	-0.279768969	Ast
36616	TMEM99	0.469843899	-0.70689824	Ast
36617	ZNF148	0.469875756	0.036417993	Ast
36618	TLCD2	0.469967658	-1.116078437	Ast
36619	CDC42BPA	0.469975303	0.001232676	Ast
36620	CALD1	0.469975303	-0.155740673	Ast
36621	BRWD1	0.469975303	0.039974974	Ast
36622	CCDC79	0.469978699	-0.911630856	Ast
36623	MOBP	0.469984343	-0.494921085	Ast
36624	G6PD	0.469984343	0.212412224	Ast
36625	PFDN2	0.470075479	-0.164530927	Ast
36626	DNER	0.470300156	0.370154699	Ast
36627	POGZ	0.470346419	-0.015691839	Ast
36628	EVA1A	0.470578442	-0.985953892	Ast
36629	DOCK2	0.470578442	-0.683485732	Ast
36630	STRC	0.470697353	-0.312314818	Ast
36631	NMNAT1	0.470713738	-0.362291138	Ast
36632	CWC15	0.470713738	0.063835933	Ast
36633	SCAF4	0.470713738	-0.244827862	Ast
36634	ELL2	0.470772811	-0.116207137	Ast
36635	FARS2	0.470869394	-0.031195793	Ast
36636	ZNF132	0.470947267	-0.71437756	Ast
36637	GMCL1	0.471478826	-0.263455316	Ast
36638	MTERF4	0.471556758	-0.174264894	Ast
36639	ARHGEF3	0.471556758	0.071412289	Ast
36640	ICE1	0.471556758	-0.049857313	Ast
36641	INSIG1	0.471556758	-0.143414805	Ast
36642	DPY19L2	0.471556758	-0.176103277	Ast
36643	HIP1R	0.471556758	-0.009453017	Ast
36644	PAN3	0.471556758	-0.053607782	Ast
36645	NPIPA5	0.471931682	0.394110974	Ast
36646	SERPINE3	0.472071398	-0.845787071	Ast
36647	SNRPB2	0.472071398	0.369604018	Ast
36648	GREM2	0.472610442	-0.342858749	Ast
36649	TANC1	0.472849382	-0.069152479	Ast
36650	ZWILCH	0.472849382	-0.553053882	Ast
36651	PUM2	0.473325487	0.006395259	Ast
36652	PHAX	0.473325487	-0.396474742	Ast
36653	PHF24	0.473325487	-0.390009413	Ast
36654	CNTN5	0.473325487	-0.279661915	Ast
36655	SRRT	0.473438448	0.343756811	Ast
36656	UBTD1	0.473438448	-0.232670224	Ast
36657	HSD17B11	0.473650022	-0.513717968	Ast
36658	VEGFC	0.473650022	0.706445853	Ast
36659	MAK	0.473650022	-0.030897644	Ast
36660	BEND6	0.473650022	0.519512775	Ast
36661	C8orf59	0.473667449	0.568235845	Ast
36662	TAC4	0.473786421	-0.824549146	Ast
36663	GALNT2	0.473889526	-0.095983898	Ast
36664	DBNDD1	0.473889526	1.339506724	Ast
36665	TUBGCP3	0.474070361	-0.084324095	Ast
36666	PDE1A	0.474330374	-0.596711162	Ast
36667	ZMYM1	0.474340107	-0.50409551	Ast
36668	LURAP1	0.474340107	-0.619523611	Ast
36669	TMA7	0.474340107	0.455989297	Ast
36670	CHST2	0.474340107	1.570067401	Ast
36671	TCERG1	0.474340107	-0.031806084	Ast
36672	TLR4	0.474340107	-0.084213096	Ast
36673	TENM4	0.474340107	0.33102058	Ast
36674	SCN3B	0.474340107	-1.097268032	Ast
36675	SLX4IP	0.474340107	-0.144094757	Ast
36676	MOB3A	0.474340107	-0.245892287	Ast
36677	NAGA	0.474340107	-0.778799886	Ast
36678	CH507-9B2.3	0.474340107	-0.13320052	Ast
36679	ACSL5	0.47445787	1.449379958	Ast
36680	PRDM6	0.474770411	0.081751431	Ast
36681	TNFRSF14	0.47479965	0.82789229	Ast
36682	TMEM184C	0.47479965	-0.171049712	Ast
36683	HTR2A	0.47479965	1.613498374	Ast
36684	TTC6	0.47479965	1.949586867	Ast
36685	TMOD3	0.47479965	-0.070211814	Ast
36686	SDCCAG8	0.475487674	-0.043918731	Ast
36687	CCNDBP1	0.475487674	-0.295721116	Ast
36688	ZSWIM7	0.475487674	-0.110071718	Ast
36689	SARM1	0.47614273	0.540107755	Ast
36690	VEZF1	0.47614273	0.717513943	Ast
36691	DSE	0.476164769	0.315436489	Ast
36692	MID2	0.476164769	-0.609812134	Ast
36693	PRR14L	0.476164769	-0.153707875	Ast
36694	TMEM50B	0.476164769	-0.112297216	Ast
36695	EMP3	0.476834767	0.313370603	Ast
36696	C2CD2L	0.476989503	0.736307245	Ast
36697	NAA50	0.477258465	-0.199324891	Ast
36698	NOP14	0.477258465	-0.570903148	Ast
36699	C5orf28	0.477258465	-0.063969766	Ast
36700	NSUN5	0.477258465	0.293743732	Ast
36701	SEC23IP	0.477258465	-0.17160093	Ast
36702	IL16	0.477258465	0.032770413	Ast
36703	SAMD4B	0.477258465	-0.151678353	Ast
36704	SERHL2	0.477710425	0.541734217	Ast
36705	ARL6IP5	0.47774423	-0.133255833	Ast
36706	PARP12	0.47774423	-0.792881259	Ast
36707	SLC4A2	0.47774423	1.102265354	Ast
36708	BCR	0.47774423	-0.114224034	Ast
36709	COL26A1	0.478421297	-0.385577024	Ast
36710	CLCN7	0.478659964	0.419794028	Ast
36711	DCDC2C	0.478894355	-2.300995111	Ast
36712	ZNF736	0.478894355	0.026578378	Ast
36713	TMOD2	0.478894355	-0.099240687	Ast
36714	CSK	0.478894355	0.467208807	Ast
36715	RPS6KA1	0.478977975	-2.405302664	Ast
36716	ZBTB24	0.478977975	-2.466019436	Ast
36717	NPHP1	0.479048589	-0.250031803	Ast
36718	METRNL	0.479048589	-0.471375864	Ast
36719	MAP2	0.479211103	0.259919134	Ast
36720	ATP1B2	0.479211103	0.196211604	Ast
36721	SPARCL1	0.479501342	-0.025009576	Ast
36722	SERGEF	0.479907108	-0.126502472	Ast
36723	CAPN8	0.479930627	-1.325478076	Ast
36724	TMEM18	0.479930627	-0.717123059	Ast
36725	DGKG	0.479930627	-0.069575632	Ast
36726	PPA2	0.479930627	-0.039752982	Ast
36727	FLOT1	0.479930627	-0.101874721	Ast
36728	TBC1D22B	0.479930627	-0.172550199	Ast
36729	AGBL3	0.479930627	-0.060279479	Ast
36730	PPP1R3B	0.479930627	-1.355901072	Ast
36731	CCDC184	0.479930627	-1.424694511	Ast
36732	DNASE1L2	0.479930627	-1.451163474	Ast
36733	YBX2	0.479930627	-1.510365269	Ast
36734	NPHS1	0.479930627	-1.876748053	Ast
36735	AP2S1	0.479930627	-0.108106767	Ast
36736	IL2RA	0.480127461	-1.289301056	Ast
36737	DIEXF	0.480312395	-0.08283389	Ast
36738	RNF181	0.480312395	-0.32257661	Ast
36739	TMEM150A	0.480312395	-0.647686994	Ast
36740	ACTR1B	0.480312395	-0.449729421	Ast
36741	STK25	0.480312395	0.32410654	Ast
36742	KIF15	0.480312395	-0.215781813	Ast
36743	PGRMC2	0.480312395	0.272567446	Ast
36744	NAF1	0.480312395	0.019376577	Ast
36745	CDH6	0.480312395	0.144687523	Ast
36746	WDR41	0.480312395	-0.079243449	Ast
36747	PCSK1	0.480312395	-0.334625173	Ast
36748	ADAMTS19	0.480312395	-0.492001635	Ast
36749	RPS6KA2	0.480312395	-0.045977927	Ast
36750	PNMA3	0.480312395	0.142658715	Ast
36751	RENBP	0.480312395	-0.000586956	Ast
36752	SMC5	0.480312395	0.304392882	Ast
36753	MUC6	0.480312395	-1.152809702	Ast
36754	ZNF143	0.480312395	0.502656094	Ast
36755	CCS	0.480312395	-0.198676385	Ast
36756	KDELC2	0.480312395	0.929082513	Ast
36757	KNSTRN	0.480312395	-1.184225153	Ast
36758	RP11-347C12.1	0.480312395	0.491119194	Ast
36759	KLHDC4	0.480312395	0.414079066	Ast
36760	RASD1	0.480312395	0.160762543	Ast
36761	CDK12	0.480312395	-0.15528849	Ast
36762	SEC23B	0.480312395	-0.138268739	Ast
36763	OPRL1	0.480312395	-0.909909133	Ast
36764	RPL36	0.480312395	0.685388733	Ast
36765	ZSCAN18	0.480312395	-0.259063594	Ast
36766	CECR2	0.480312395	-0.181685652	Ast
36767	CCDC157	0.480312395	1.037002631	Ast
36768	IL10RB	0.480312395	-0.087426162	Ast
36769	HDAC4	0.480333625	0.209663487	Ast
36770	DLG3	0.480394815	-0.64605602	Ast
36771	RAB26	0.480394815	-0.323616594	Ast
36772	CCDC171	0.480456702	-0.018246865	Ast
36773	NOP10	0.480456702	0.274886403	Ast
36774	DHODH	0.480551744	-0.214205829	Ast
36775	FBXO2	0.481130237	-0.085693929	Ast
36776	PDE6D	0.481130237	-0.147963147	Ast
36777	DIS3L2	0.481130237	-0.148606423	Ast
36778	RPLP2	0.481130237	0.363200913	Ast
36779	PRPF19	0.481130237	0.567630903	Ast
36780	P3H3	0.481130237	-0.128580233	Ast
36781	RIMS3	0.481730525	-0.80721001	Ast
36782	AP002884.2	0.481730525	-0.58254655	Ast
36783	RRAGC	0.481891295	-0.239279321	Ast
36784	PSMD7	0.482732369	-0.405328686	Ast
36785	ARNT	0.482863586	-0.256749139	Ast
36786	TMBIM1	0.482863586	0.314405447	Ast
36787	RPS15A	0.482863586	0.433855055	Ast
36788	CHAF1A	0.482863586	-0.002041642	Ast
36789	PLOD2	0.483342407	0.196411761	Ast
36790	ZNF331	0.483558186	0.730543524	Ast
36791	HADH	0.484318245	-0.183295589	Ast
36792	FABP5	0.484318245	0.577884395	Ast
36793	YIF1A	0.484318245	-0.126210681	Ast
36794	H3F3B	0.484318245	-0.096083696	Ast
36795	ZSCAN23	0.484470976	-0.208170126	Ast
36796	RAN	0.485198718	-0.189176752	Ast
36797	MVD	0.485198718	-0.210374473	Ast
36798	ZKSCAN1	0.486141464	-0.17444035	Ast
36799	PGBD5	0.486210498	-0.337677343	Ast
36800	BBX	0.486210498	0.019018956	Ast
36801	YTHDC2	0.486210498	-0.227824437	Ast
36802	PLCD3	0.486210498	0.550168744	Ast
36803	CLPP	0.486210498	-0.591607797	Ast
36804	ZNF814	0.486210498	-0.187211334	Ast
36805	NUDCD3	0.486455155	-0.133564443	Ast
36806	SEMA4A	0.486546445	-0.111025706	Ast
36807	FAM117B	0.486546445	-0.089900608	Ast
36808	HECTD1	0.486546445	-0.008591481	Ast
36809	ARID3A	0.486546445	0.584112086	Ast
36810	FLRT1	0.486588663	1.413171739	Ast
36811	SH3BP5L	0.487089394	0.883225135	Ast
36812	OXLD1	0.487100356	0.511089297	Ast
36813	NAP1L2	0.487134773	0.139057328	Ast
36814	DIRAS2	0.487134773	-0.067611228	Ast
36815	ZNF592	0.487134773	0.26579226	Ast
36816	COG8	0.487441912	0.052203206	Ast
36817	SGCE	0.487457526	-0.142344046	Ast
36818	ATP6V0E2	0.487457526	-0.027453869	Ast
36819	ADA	0.487457526	-0.689121128	Ast
36820	TMEM98	0.487562546	1.459854034	Ast
36821	EIF4E3	0.487726841	-0.693298791	Ast
36822	PPCS	0.487779246	-0.854506084	Ast
36823	CEPT1	0.487779246	-0.060268733	Ast
36824	SP140	0.487779246	-0.135820551	Ast
36825	SLC30A9	0.487779246	-0.029112939	Ast
36826	C6orf62	0.487779246	0.37683228	Ast
36827	WASF1	0.487779246	-0.177582469	Ast
36828	NPC2	0.487779246	-0.244150865	Ast
36829	GANC	0.487779246	-0.109517497	Ast
36830	SFI1	0.487779246	0.570159737	Ast
36831	PRSS3	0.487891629	-0.285243459	Ast
36832	NR2F6	0.487891629	0.568431687	Ast
36833	AC003006.7	0.487891629	-0.965194197	Ast
36834	TNFRSF10B	0.488127358	0.491662583	Ast
36835	PDE12	0.488148358	-0.695047661	Ast
36836	MRPS7	0.488148358	-0.446647104	Ast
36837	RPS21	0.488153652	-0.797353123	Ast
36838	PODNL1	0.488211262	-1.3101229	Ast
36839	PCDHB10	0.488264467	0.691694537	Ast
36840	VKORC1L1	0.488404453	-0.298544293	Ast
36841	PHLPP1	0.488661174	0.004486138	Ast
36842	ALDH1A2	0.488956073	0.243834184	Ast
36843	CTD-2561J22.3	0.488956073	-0.201701438	Ast
36844	RP1-27O5.3	0.488975916	-0.623307435	Ast
36845	DUSP23	0.488975916	1.102644681	Ast
36846	SLC9A6	0.488975916	-0.085329598	Ast
36847	DHRS1	0.488975916	-0.882185072	Ast
36848	LAIR1	0.488975916	0.648809143	Ast
36849	PI4KA	0.488975916	-0.111396898	Ast
36850	PWWP2A	0.489342476	0.068276014	Ast
36851	FBP1	0.489342476	0.630771866	Ast
36852	BIN2	0.489342476	-1.458218467	Ast
36853	POLR2M	0.489342476	-0.633238064	Ast
36854	MAPK3	0.489342476	0.54507193	Ast
36855	TMPRSS15	0.489342476	0.970611368	Ast
36856	SNRPC	0.489725851	-0.39430714	Ast
36857	DSC2	0.489725851	0.778916391	Ast
36858	SRSF3	0.489832537	0.503698676	Ast
36859	LRIG2	0.490150171	-0.17226651	Ast
36860	GHRHR	0.490517145	-1.055449866	Ast
36861	PDLIM4	0.490655002	0.244904528	Ast
36862	IGSF23	0.490655002	1.321036977	Ast
36863	PAK1	0.490908178	-0.18486319	Ast
36864	ZNF90	0.490908178	-0.094697744	Ast
36865	PRKCG	0.490908178	-1.012515867	Ast
36866	PRKCZ	0.490966883	-0.718939227	Ast
36867	TNFRSF25	0.490966883	0.614319342	Ast
36868	ZNF326	0.490966883	0.072600732	Ast
36869	MOGS	0.490966883	0.238721113	Ast
36870	TOPBP1	0.490966883	-0.205917016	Ast
36871	RELL1	0.490966883	-0.35147437	Ast
36872	TTC29	0.490966883	-0.433845486	Ast
36873	HAVCR2	0.490966883	0.369427487	Ast
36874	IFNGR1	0.490966883	-0.216557418	Ast
36875	WIPI2	0.490966883	-0.15616583	Ast
36876	FRMPD3	0.490966883	-0.491527819	Ast
36877	SESN3	0.490966883	0.036552729	Ast
36878	SVIL	0.490966883	-0.523784241	Ast
36879	OVCH1	0.490966883	1.465235914	Ast
36880	KCNG1	0.490966883	0.543411333	Ast
36881	CTD-2528L19.4	0.490966883	0.637283381	Ast
36882	ZNF160	0.490966883	0.088367464	Ast
36883	ZNF583	0.490966883	-0.241920009	Ast
36884	LIPH	0.491487712	-0.334262232	Ast
36885	MBD1	0.491487712	-0.464134306	Ast
36886	STRIP2	0.491757238	-0.242271667	Ast
36887	SERP2	0.492005362	-0.121705363	Ast
36888	NLRP1	0.492396379	-0.093507072	Ast
36889	ZSCAN9	0.492442186	-0.604905701	Ast
36890	SYNGR1	0.492442186	0.518228413	Ast
36891	RB1CC1	0.492791594	-0.033702852	Ast
36892	BTAF1	0.492791594	0.216074654	Ast
36893	FRZB	0.492911673	-0.016465237	Ast
36894	PIGV	0.492964397	-0.451393575	Ast
36895	TDRD10	0.492964397	-0.162490009	Ast
36896	PEX1	0.492964397	-0.292282371	Ast
36897	UPRT	0.492964397	-0.209150846	Ast
36898	B3GAT3	0.492964397	-0.022268636	Ast
36899	JOSD2	0.492964397	0.574065162	Ast
36900	RAB36	0.492964397	0.827447707	Ast
36901	STXBP4	0.493206122	-0.143830812	Ast
36902	CMTM7	0.493234039	-0.48358918	Ast
36903	KCTD6	0.493234039	0.408977117	Ast
36904	ATR	0.493234039	-0.174600357	Ast
36905	ANGPT2	0.493234039	-0.264627047	Ast
36906	KITLG	0.493234039	0.722127544	Ast
36907	HOMEZ	0.493234039	-0.494770357	Ast
36908	ACOT8	0.493779263	-0.241503257	Ast
36909	SETMAR	0.493873411	0.576878764	Ast
36910	HECW2	0.493925799	-0.285990017	Ast
36911	KCNE4	0.493925799	-0.139773994	Ast
36912	PPP2R3A	0.493925799	-0.240402871	Ast
36913	STPG2	0.493925799	0.035985205	Ast
36914	STK10	0.493925799	-0.683351829	Ast
36915	BTN2A2	0.493925799	-0.395086014	Ast
36916	POM121C	0.493925799	0.021822045	Ast
36917	PPP1R35	0.493925799	0.472502422	Ast
36918	NOM1	0.493925799	-0.377560073	Ast
36919	SOX6	0.493925799	0.00437625	Ast
36920	ENTHD2	0.493925799	0.916554589	Ast
36921	PLAUR	0.493925799	-0.739897507	Ast
36922	DCP1B	0.494785934	-0.000390474	Ast
36923	ZFP82	0.494809236	0.313003617	Ast
36924	OVOL2	0.494821324	-0.309944888	Ast
36925	POLR2I	0.495130349	-0.166422491	Ast
36926	SOS2	0.495602909	0.040227406	Ast
36927	WRAP73	0.495735651	-0.335818246	Ast
36928	ZNF480	0.495735651	0.015252176	Ast
36929	TMEM50A	0.49584303	-0.247711694	Ast
36930	MXD3	0.49584303	-0.234146229	Ast
36931	PPP1R11	0.49584303	0.155677693	Ast
36932	C6orf120	0.49584303	-0.342403174	Ast
36933	PMPCB	0.49584303	0.244266006	Ast
36934	RLIM	0.49584303	-0.324436528	Ast
36935	ULK1	0.49584303	-0.04563964	Ast
36936	SOX21	0.49584303	-0.109767486	Ast
36937	PSMB5	0.49584303	0.163948765	Ast
36938	CEMIP	0.49584303	-0.3188908	Ast
36939	CCDC130	0.49584303	0.085599415	Ast
36940	JUND	0.49584303	0.276680059	Ast
36941	ELMOD3	0.496067272	-0.220711648	Ast
36942	ZNF385B	0.496067272	-0.249562241	Ast
36943	SEPSECS	0.496067272	-0.432712949	Ast
36944	ZNF491	0.496067272	-0.363691517	Ast
36945	OLFM3	0.496234347	-0.617287689	Ast
36946	LY6E	0.496353259	-0.768779881	Ast
36947	SEPP1	0.496433716	-0.160787569	Ast
36948	MRPL19	0.496458703	-0.098699588	Ast
36949	NMNAT3	0.49651904	-0.072036325	Ast
36950	APH1B	0.49651904	-0.162815177	Ast
36951	CHTF8	0.49651904	-0.104588025	Ast
36952	DGCR6L	0.49651904	-0.215874757	Ast
36953	TUSC2	0.496529079	0.016487291	Ast
36954	AP4S1	0.496700803	-0.040855934	Ast
36955	LAMTOR2	0.496928638	-0.315014462	Ast
36956	DARS	0.496928638	-0.148177932	Ast
36957	MARCH7	0.496928638	0.414914349	Ast
36958	SYTL2	0.496928638	-0.32074492	Ast
36959	ZNF219	0.496928638	0.655762613	Ast
36960	RP11-159D12.5	0.496928638	-0.434822137	Ast
36961	METTL23	0.496928638	-1.488992553	Ast
36962	ZNF444	0.496928638	-0.185368398	Ast
36963	NTMT1	0.496996314	-0.207356816	Ast
36964	ZNF445	0.497355418	-0.175632346	Ast
36965	SMIM14	0.497355418	-0.129979986	Ast
36966	ZNF329	0.497355418	-0.221331406	Ast
36967	PPOX	0.497531888	-0.415008209	Ast
36968	PLGLB1	0.497531888	-0.250651361	Ast
36969	MCC	0.497531888	-0.065920527	Ast
36970	MTBP	0.497531888	-0.27337928	Ast
36971	PPFIA1	0.497531888	-0.069547769	Ast
36972	CHPT1	0.497531888	-0.030289239	Ast
36973	MAP2K1	0.497531888	0.034702418	Ast
36974	IRF1	0.497552935	-0.189980408	Ast
36975	NDUFA6	0.497552935	-0.294214424	Ast
36976	LRRC40	0.497564656	-0.407000004	Ast
36977	HAGH	0.497564656	0.052672102	Ast
36978	PLEKHA4	0.497564656	-0.49583352	Ast
36979	LRRC39	0.498130676	-0.020682302	Ast
36980	CTSK	0.498130676	1.75861789	Ast
36981	SIK2	0.498130676	-0.060497214	Ast
36982	ZNF248	0.498130676	-0.107464606	Ast
36983	WDR93	0.498130676	-0.132245143	Ast
36984	NLRC5	0.498130676	-0.205014086	Ast
36985	RILP	0.498130676	-0.096959112	Ast
36986	PPIP5K1	0.498267128	-0.413278487	Ast
36987	UBXN11	0.498292962	-0.194091645	Ast
36988	COX5B	0.498292962	-0.18873889	Ast
36989	KLF7	0.498292962	-0.023630722	Ast
36990	HNRNPAB	0.498292962	1.200157221	Ast
36991	PDGFA	0.498292962	0.162115229	Ast
36992	XG	0.498292962	1.579363332	Ast
36993	C10orf88	0.498292962	-0.019512008	Ast
36994	STARD13	0.498292962	0.183259159	Ast
36995	AKIRIN1	0.498335611	-0.165301598	Ast
36996	SMAD3	0.498364236	-0.160055168	Ast
36997	MGAT1	0.498477337	0.058919981	Ast
36998	MOSPD3	0.498477337	-0.161225052	Ast
36999	PRKRIR	0.498477337	-0.231255512	Ast
37000	ERLIN1	0.498477337	0.096475918	Ast
37001	SPG20	0.498477337	0.441303022	Ast
37002	EML5	0.498477337	-0.101493764	Ast
37003	WDR81	0.498477337	0.533435139	Ast
37004	TPGS2	0.498635118	-0.619647731	Ast
37005	HDAC2	0.498853828	0.499658369	Ast
37006	HES6	0.498855933	-0.118425255	Ast
37007	WDR27	0.49887662	-0.174218384	Ast
37008	C16orf72	0.49887662	0.08029032	Ast
37009	SPON2	0.499306893	1.841367567	Ast
37010	PSMB3	0.499306893	-0.603075427	Ast
37011	SLC25A27	0.499373118	-0.028079803	Ast
37012	ASIC3	0.499373118	1.586078612	Ast
37013	C9orf78	0.499373118	-0.150382842	Ast
37014	SERPINH1	0.499373118	0.633120546	Ast
37015	APOM	0.499782165	1.007137268	Ast
37016	TMEM229B	0.499782165	-0.416236659	Ast
46017	RASGEF1B	3.82e-57	0.353754907	Oli
46018	MID1IP1	5.11e-52	0.887702908	Oli
46019	PPP2R2B	1.77e-47	-0.22497122	Oli
46020	PCDH9	1.77e-47	-0.14705328	Oli
46021	LINGO1	5.1999999999999996e-46	0.350726559	Oli
46022	ERBB2IP	9.95e-42	0.308984698	Oli
46023	ARL17B	4.81e-40	-1.008274954	Oli
46024	SLC38A2	8.439999999999999e-38	0.647992926	Oli
46025	TTLL7	1.58e-34	0.222229881	Oli
46026	SPP1	3.1499999999999997e-34	0.3825788	Oli
46027	SLC26A3	6.11e-34	0.365143743	Oli
46028	PTMA	2.95e-33	0.331824493	Oli
46029	SLC44A1	7.56e-30	0.173702706	Oli
46030	CLDND1	2.75e-27	0.31680552	Oli
46031	QDPR	2.22e-25	0.267292953	Oli
46032	PLP1	5.51e-25	0.138405047	Oli
46033	ANLN	8.9e-25	0.392597394	Oli
46034	CHRM5	9.54e-24	-0.781350649	Oli
46035	CA2	9.82e-23	0.395361031	Oli
46036	LDLRAD3	4.91e-22	0.672290213	Oli
46037	RBFOX1	1.73e-21	-0.705722012	Oli
46038	LDB3	2.0600000000000002e-21	-0.486147935	Oli
46039	PDE8A	3.57e-21	-0.263705341	Oli
46040	RDX	1.2e-20	0.318629294	Oli
46041	GPRC5B	2.08e-20	0.270621269	Oli
46042	OLIG1	2.61e-20	0.460019188	Oli
46043	MAN2A1	2.87e-20	0.237607738	Oli
46044	DCC	3.09e-20	0.684768171	Oli
46045	TLE4	2.19e-19	0.35078111	Oli
46046	ITPKB	6.94e-19	0.50897583	Oli
46047	ERBB4	9.34e-19	0.288734638	Oli
46048	EFHD1	9.34e-19	0.336343835	Oli
46049	MT3	3.78e-18	0.625050064	Oli
46050	SNAP25	3.78e-18	-0.729759161	Oli
46051	MAP4K5	5.03e-18	0.27658063	Oli
46052	CPQ	5.39e-18	0.329638727	Oli
46053	ANK2	5.9e-18	-0.196778387	Oli
46054	PRKX	1.43e-17	0.886135676	Oli
46055	S100A6	1.63e-17	0.729333537	Oli
46056	PNISR	4.39e-17	0.262464971	Oli
46057	KCNH8	5.76e-17	-0.253402573	Oli
46058	TMEM165	8.65e-17	-0.219965429	Oli
46059	SYT1	1.32e-16	-0.555805794	Oli
46060	FCHSD2	2.7e-16	0.23016572	Oli
46061	METTL7A	5.31e-16	0.632688772	Oli
46062	DPYSL2	5.39e-16	0.255776798	Oli
46063	NDRG2	5.91e-16	0.334865801	Oli
46064	SLC5A11	1.23e-15	-0.306861035	Oli
